day,steps,id,recovery_group
0,375.0,0,0
1,25.0,0,0
2,767.0,0,0
3,25.0,0,0
4,59.0,0,0
5,1018.0,0,0
6,25.0,0,0
7,25.0,0,0
8,377.0,0,0
9,485.0,0,0
10,25.0,0,0
11,25.0,0,0
12,484.0,0,0
13,106.0,0,0
14,311.0,0,0
15,25.0,0,0
16,122.0,0,0
17,345.0,0,0
18,413.0,0,0
19,65.0,0,0
20,532.0,0,0
21,25.0,0,0
22,302.0,0,0
23,45.0,0,0
24,246.0,0,0
25,25.0,0,0
26,396.0,0,0
27,179.0,0,0
28,25.0,0,0
29,288.0,0,0
30,25.0,0,0
31,25.0,0,0
32,293.0,0,0
33,25.0,0,0
34,25.0,0,0
35,25.0,0,0
36,291.0,0,0
37,592.0,0,0
38,25.0,0,0
39,25.0,0,0
40,25.0,0,0
41,426.0,0,0
42,834.0,0,0
43,25.0,0,0
44,939.0,0,0
45,516.0,0,0
46,460.0,0,0
47,634.0,0,0
48,767.0,0,0
49,708.0,0,0
50,719.0,0,0
51,272.0,0,0
52,744.0,0,0
53,238.0,0,0
54,1013.0,0,0
55,442.0,0,0
56,1093.0,0,0
57,1563.0,0,0
58,446.0,0,0
59,616.0,0,0
60,953.0,0,0
61,397.0,0,0
62,1173.0,0,0
63,1622.0,0,0
64,1085.0,0,0
65,960.0,0,0
66,1226.0,0,0
67,1386.0,0,0
68,179.0,0,0
69,548.0,0,0
70,1247.0,0,0
71,653.0,0,0
72,942.0,0,0
73,872.0,0,0
74,1757.0,0,0
75,1178.0,0,0
76,595.0,0,0
77,1541.0,0,0
78,952.0,0,0
79,1690.0,0,0
80,1208.0,0,0
81,1990.0,0,0
82,1645.0,0,0
83,1548.0,0,0
84,1285.0,0,0
85,1555.0,0,0
86,1997.0,0,0
87,1265.0,0,0
88,818.0,0,0
89,1226.0,0,0
90,2140.0,0,0
91,1325.0,0,0
92,1450.0,0,0
93,1740.0,0,0
94,1720.0,0,0
95,2082.0,0,0
96,2011.0,0,0
97,2424.0,0,0
98,2266.0,0,0
99,2288.0,0,0
100,2563.0,0,0
101,2445.0,0,0
102,2854.0,0,0
103,2986.0,0,0
104,3032.0,0,0
105,2526.0,0,0
106,3208.0,0,0
107,2504.0,0,0
108,2927.0,0,0
109,3085.0,0,0
110,2693.0,0,0
111,3431.0,0,0
112,2676.0,0,0
113,3066.0,0,0
114,3288.0,0,0
115,2588.0,0,0
116,3437.0,0,0
117,3141.0,0,0
118,3504.0,0,0
119,3639.0,0,0
120,4339.0,0,0
121,2999.0,0,0
122,4141.0,0,0
123,4000.0,0,0
124,4048.0,0,0
125,2983.0,0,0
126,3300.0,0,0
127,3590.0,0,0
128,4358.0,0,0
129,3867.0,0,0
130,3855.0,0,0
131,4089.0,0,0
132,4287.0,0,0
133,4091.0,0,0
134,4151.0,0,0
135,4458.0,0,0
136,4805.0,0,0
137,4509.0,0,0
138,4283.0,0,0
139,4121.0,0,0
140,4766.0,0,0
141,4425.0,0,0
142,5075.0,0,0
143,5407.0,0,0
144,5325.0,0,0
145,5444.0,0,0
146,4947.0,0,0
147,5018.0,0,0
148,5294.0,0,0
149,5485.0,0,0
150,6161.0,0,0
151,5401.0,0,0
152,6159.0,0,0
153,5599.0,0,0
154,5776.0,0,0
155,6183.0,0,0
156,5798.0,0,0
157,6101.0,0,0
158,6019.0,0,0
159,5539.0,0,0
160,6337.0,0,0
161,6676.0,0,0
162,6211.0,0,0
163,5961.0,0,0
164,5530.0,0,0
165,6625.0,0,0
166,6164.0,0,0
167,7134.0,0,0
168,7002.0,0,0
169,7129.0,0,0
170,7078.0,0,0
171,7072.0,0,0
172,6941.0,0,0
173,7712.0,0,0
174,7288.0,0,0
175,7284.0,0,0
176,7306.0,0,0
177,6636.0,0,0
178,7904.0,0,0
179,7658.0,0,0
180,7669.0,0,0
181,7422.0,0,0
182,7883.0,0,0
183,7507.0,0,0
184,7821.0,0,0
185,7856.0,0,0
186,7544.0,0,0
187,8350.0,0,0
188,8673.0,0,0
189,8738.0,0,0
190,8469.0,0,0
191,8147.0,0,0
192,8707.0,0,0
193,7766.0,0,0
194,8665.0,0,0
195,8568.0,0,0
196,8355.0,0,0
197,8647.0,0,0
198,8745.0,0,0
199,8545.0,0,0
200,9482.0,0,0
201,8181.0,0,0
202,9510.0,0,0
203,8724.0,0,0
204,8531.0,0,0
205,8872.0,0,0
206,9210.0,0,0
207,8407.0,0,0
208,9640.0,0,0
209,8928.0,0,0
210,8453.0,0,0
211,8989.0,0,0
212,9100.0,0,0
213,8597.0,0,0
214,8991.0,0,0
215,9232.0,0,0
216,9181.0,0,0
217,8738.0,0,0
218,9653.0,0,0
219,8450.0,0,0
220,9314.0,0,0
221,9239.0,0,0
222,9494.0,0,0
223,8769.0,0,0
224,8892.0,0,0
225,8976.0,0,0
226,9374.0,0,0
227,9436.0,0,0
228,9704.0,0,0
229,10075.0,0,0
230,9984.0,0,0
231,9085.0,0,0
232,8688.0,0,0
233,9687.0,0,0
234,9665.0,0,0
235,9380.0,0,0
236,10194.0,0,0
237,9375.0,0,0
238,9342.0,0,0
239,8767.0,0,0
240,10340.0,0,0
241,9412.0,0,0
242,9242.0,0,0
243,9601.0,0,0
244,9712.0,0,0
245,9797.0,0,0
246,9793.0,0,0
247,9283.0,0,0
248,9726.0,0,0
249,9316.0,0,0
250,9648.0,0,0
251,9812.0,0,0
252,9778.0,0,0
253,9453.0,0,0
254,9741.0,0,0
255,10175.0,0,0
256,9316.0,0,0
257,8741.0,0,0
258,9558.0,0,0
259,9611.0,0,0
260,9658.0,0,0
261,9992.0,0,0
262,10160.0,0,0
263,9676.0,0,0
264,9543.0,0,0
265,10057.0,0,0
266,9917.0,0,0
267,10017.0,0,0
268,9759.0,0,0
269,9525.0,0,0
270,9277.0,0,0
271,9818.0,0,0
272,9159.0,0,0
273,9814.0,0,0
274,10186.0,0,0
275,9971.0,0,0
276,10052.0,0,0
277,10440.0,0,0
278,9822.0,0,0
279,10421.0,0,0
280,9696.0,0,0
281,10179.0,0,0
282,10131.0,0,0
283,9377.0,0,0
284,10018.0,0,0
285,9947.0,0,0
286,9224.0,0,0
287,10058.0,0,0
288,9910.0,0,0
289,9261.0,0,0
290,9910.0,0,0
291,9999.0,0,0
292,9352.0,0,0
293,9891.0,0,0
294,9798.0,0,0
295,9978.0,0,0
296,9914.0,0,0
297,10228.0,0,0
298,10218.0,0,0
299,9376.0,0,0
300,10670.0,0,0
301,9921.0,0,0
302,9898.0,0,0
303,9078.0,0,0
304,10037.0,0,0
305,9096.0,0,0
306,9573.0,0,0
307,10184.0,0,0
308,10323.0,0,0
309,10232.0,0,0
310,9816.0,0,0
311,9993.0,0,0
312,9551.0,0,0
313,10054.0,0,0
314,9170.0,0,0
315,9349.0,0,0
316,9488.0,0,0
317,10231.0,0,0
318,9729.0,0,0
319,9546.0,0,0
320,10335.0,0,0
321,9564.0,0,0
322,9887.0,0,0
323,9758.0,0,0
324,9947.0,0,0
325,10651.0,0,0
326,9780.0,0,0
327,8768.0,0,0
328,10052.0,0,0
329,10044.0,0,0
330,10030.0,0,0
331,10020.0,0,0
332,10341.0,0,0
333,9310.0,0,0
334,9874.0,0,0
335,9541.0,0,0
336,10057.0,0,0
337,9577.0,0,0
338,9918.0,0,0
339,10409.0,0,0
340,10418.0,0,0
341,9931.0,0,0
342,9376.0,0,0
343,9331.0,0,0
344,9822.0,0,0
345,9878.0,0,0
346,10314.0,0,0
347,10312.0,0,0
348,10445.0,0,0
349,9315.0,0,0
350,9544.0,0,0
351,9996.0,0,0
352,9984.0,0,0
353,10205.0,0,0
354,9990.0,0,0
355,10027.0,0,0
356,10145.0,0,0
357,9568.0,0,0
358,10512.0,0,0
359,9548.0,0,0
360,9555.0,0,0
361,9564.0,0,0
362,10269.0,0,0
363,9504.0,0,0
364,10057.0,0,0
0,302.0,1,3
1,205.0,1,3
2,25.0,1,3
3,155.0,1,3
4,251.0,1,3
5,812.0,1,3
6,25.0,1,3
7,186.0,1,3
8,25.0,1,3
9,892.0,1,3
10,297.0,1,3
11,25.0,1,3
12,30.0,1,3
13,25.0,1,3
14,25.0,1,3
15,456.0,1,3
16,25.0,1,3
17,25.0,1,3
18,25.0,1,3
19,323.0,1,3
20,25.0,1,3
21,1230.0,1,3
22,569.0,1,3
23,1048.0,1,3
24,25.0,1,3
25,170.0,1,3
26,25.0,1,3
27,25.0,1,3
28,50.0,1,3
29,25.0,1,3
30,25.0,1,3
31,25.0,1,3
32,25.0,1,3
33,416.0,1,3
34,1153.0,1,3
35,25.0,1,3
36,25.0,1,3
37,25.0,1,3
38,52.0,1,3
39,599.0,1,3
40,25.0,1,3
41,25.0,1,3
42,1612.0,1,3
43,1985.0,1,3
44,1835.0,1,3
45,1975.0,1,3
46,1604.0,1,3
47,1624.0,1,3
48,2302.0,1,3
49,2019.0,1,3
50,2767.0,1,3
51,1894.0,1,3
52,2237.0,1,3
53,1410.0,1,3
54,1747.0,1,3
55,2636.0,1,3
56,2640.0,1,3
57,2650.0,1,3
58,2135.0,1,3
59,2079.0,1,3
60,2623.0,1,3
61,2707.0,1,3
62,2197.0,1,3
63,3331.0,1,3
64,1446.0,1,3
65,3552.0,1,3
66,3394.0,1,3
67,2749.0,1,3
68,3785.0,1,3
69,3181.0,1,3
70,3747.0,1,3
71,3735.0,1,3
72,3775.0,1,3
73,2984.0,1,3
74,2799.0,1,3
75,3150.0,1,3
76,4163.0,1,3
77,2686.0,1,3
78,4033.0,1,3
79,3302.0,1,3
80,3126.0,1,3
81,4013.0,1,3
82,4102.0,1,3
83,3188.0,1,3
84,3333.0,1,3
85,4117.0,1,3
86,4331.0,1,3
87,3960.0,1,3
88,3972.0,1,3
89,4075.0,1,3
90,3367.0,1,3
91,3976.0,1,3
92,4311.0,1,3
93,4372.0,1,3
94,4327.0,1,3
95,5141.0,1,3
96,4331.0,1,3
97,4706.0,1,3
98,4428.0,1,3
99,3941.0,1,3
100,4171.0,1,3
101,4463.0,1,3
102,4770.0,1,3
103,4398.0,1,3
104,5587.0,1,3
105,4532.0,1,3
106,4941.0,1,3
107,5330.0,1,3
108,4555.0,1,3
